uri,code,result
/repositories/11/archival_objects/2399211,200,"{'status': 'Updated', 'id': 2399211, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399211', 'warnings': []}"
/repositories/11/archival_objects/2399212,200,"{'status': 'Updated', 'id': 2399212, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399212', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412900, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412900', 'warnings': []}"
/repositories/11/archival_objects/2399213,200,"{'status': 'Updated', 'id': 2399213, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399213', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412901, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412901', 'warnings': []}"
/repositories/11/archival_objects/2399214,200,"{'status': 'Updated', 'id': 2399214, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399214', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412902, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412902', 'warnings': []}"
/repositories/11/archival_objects/2399215,200,"{'status': 'Updated', 'id': 2399215, 'lock_version': 8, 'stale': True, 'uri': '/repositories/11/archival_objects/2399215', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412903, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412903', 'warnings': []}"
/repositories/11/archival_objects/2399216,200,"{'status': 'Updated', 'id': 2399216, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399216', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412904, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412904', 'warnings': []}"
/repositories/11/archival_objects/2399217,200,"{'status': 'Updated', 'id': 2399217, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399217', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412905, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412905', 'warnings': []}"
/repositories/11/archival_objects/2399218,200,"{'status': 'Updated', 'id': 2399218, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399218', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412906, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412906', 'warnings': []}"
/repositories/11/archival_objects/2399219,200,"{'status': 'Updated', 'id': 2399219, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399219', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412907, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412907', 'warnings': []}"
/repositories/11/archival_objects/2399220,200,"{'status': 'Updated', 'id': 2399220, 'lock_version': 12, 'stale': True, 'uri': '/repositories/11/archival_objects/2399220', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412908, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412908', 'warnings': []}"
/repositories/11/archival_objects/2399221,200,"{'status': 'Updated', 'id': 2399221, 'lock_version': 12, 'stale': True, 'uri': '/repositories/11/archival_objects/2399221', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412909, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412909', 'warnings': []}"
/repositories/11/archival_objects/2399222,200,"{'status': 'Updated', 'id': 2399222, 'lock_version': 12, 'stale': True, 'uri': '/repositories/11/archival_objects/2399222', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412910, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412910', 'warnings': []}"
/repositories/11/archival_objects/2399223,200,"{'status': 'Updated', 'id': 2399223, 'lock_version': 7, 'stale': True, 'uri': '/repositories/11/archival_objects/2399223', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412911, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412911', 'warnings': []}"
