uri,title,call_number,series_title,component_id,title,value,dob_uri,dob_title,dob_id,barcode,conditions_governing_access,Local_access_restriction_type,container_id,container_id,container_id,location
/repositories/11/archival_objects/2400766,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1255(A),"List, Roman CE ii-iii [CBW]",file,/repositories/11/digital_objects/197697,P.CtYBR inv. 1255(A),b9371533-90de-442b-bf62-93e05377388e,,,,P.CtYBR inv. 1255,,,
/repositories/11/archival_objects/2400767,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1255(B),"Document, Roman CE ii-iii [CBW]",file,/repositories/11/digital_objects/202230,P.CtYBR inv. 1255(B),1270a9d9-85de-4f5b-9f44-fd0a428c6059,,,,,,,
/repositories/11/archival_objects/2400768,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1256(A),"Document, Roman CE i [CBW]",file,/repositories/11/digital_objects/203837,P.CtYBR inv. 1256(A),1f6b2c54-0f66-4c0f-a65e-cbc5e07991c7,,,,P.CtYBR inv. 1256,,,
/repositories/11/archival_objects/2400769,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1256(B),"Document, Roman CE i [CBW]",file,/repositories/11/digital_objects/199496,P.CtYBR inv. 1256(B),e47dc8f0-eae1-45f5-90ec-66948bd24434,,,,,,,
/repositories/11/archival_objects/2400770,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1257,"Contract, Byzantine CE iv-v [A.BEN]",file,/repositories/11/digital_objects/202616,P.CtYBR inv. 1257,aeab7179-b739-466b-91ec-c2cda9db4a4f,,,,P.CtYBR inv. 1257,,,
/repositories/11/archival_objects/2400771,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1258(A),"Contract (?), Roman CE i-ii [CBW]",file,/repositories/11/digital_objects/198869,P.CtYBR inv. 1258(A),0fa775eb-e751-4993-985d-00c17385aec7,,,,P.CtYBR inv. 1258,,,
/repositories/11/archival_objects/2400772,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1258(B),"Document, Roman CE i-ii [CBW]",file,/repositories/11/digital_objects/201702,P.CtYBR inv. 1258(B),dfd21021-80a5-4282-beca-2ef8b78c0dd8,,,,,,,
/repositories/11/archival_objects/2400773,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1259,"Document, Byzantine",file,/repositories/11/digital_objects/198800,P.CtYBR inv. 1259,f5821f2f-9113-43eb-97ec-14de644ae288,,,,P.CtYBR inv. 1259,,,
/repositories/11/archival_objects/2400774,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1260,"Document, Roman CE i-ii [CBW]",file,/repositories/11/digital_objects/201382,P.CtYBR inv. 1260,6f1148c9-7aff-4fe6-a7b9-9a22e5a8bdc4,,,,P.CtYBR inv. 1260,,,
/repositories/11/archival_objects/2400775,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1261,"Document, Roman [RD]",file,/repositories/11/digital_objects/202351,P.CtYBR inv. 1261,489930ee-964d-4eac-acf1-c2d3259542bf,,,,P.CtYBR inv. 1261,,,
/repositories/11/archival_objects/2400776,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1262,"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/198364,P.CtYBR inv. 1262,1c1ebffd-b03b-4b65-bb4c-e5eb2c258475,,,,P.CtYBR inv. 1262,,,
/repositories/11/archival_objects/2400777,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1263,"Document, Ptolemaic-Roman BCE i [CBW]",file,/repositories/11/digital_objects/201574,P.CtYBR inv. 1263,c63824de-e925-4875-844c-d1e9cabaa6b9,,,,P.CtYBR inv. 1263,,,
/repositories/11/archival_objects/2400778,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1264,"Contract, Roman CE i [CBW] (?)",file,/repositories/11/digital_objects/202663,P.CtYBR inv. 1264,bb09c40e-c30c-4885-b8ab-1ca27cdacfaf,,,,P.CtYBR inv. 1264,,,
/repositories/11/archival_objects/2400779,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1265,"Letter (?), Roman CE ii [CBW]",file,/repositories/11/digital_objects/203529,P.CtYBR inv. 1265,9faca644-55e8-4e04-99b7-c885ececb777,,,,P.CtYBR inv. 1265,,,
/repositories/11/archival_objects/2400780,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1266(A),"Account, Roman CE i [CBW]",file,/repositories/11/digital_objects/203528,P.CtYBR inv. 1266(A),120e75eb-82fe-4937-ae27-f4b734e22a86,,,,P.CtYBR inv. 1266,,,
/repositories/11/archival_objects/2400781,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1266(B),"Account, Roman CE i [CBW]",file,/repositories/11/digital_objects/200309,P.CtYBR inv. 1266(B),8971e46d-86d9-4f53-bff2-faedaac51822,,,,,,,
/repositories/11/archival_objects/2400782,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1267,"Literary work, Ptolemaic-Roman BCE ii-i [CBW]|Ptolemaic-Roman BCE late i [SAS]",file,/repositories/11/digital_objects/199376,P.CtYBR inv. 1267,11adaac5-49eb-44ab-88e7-9f558bbc5cc7,,,,P.CtYBR inv. 1267,,,
/repositories/11/archival_objects/2400783,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1268,"Report (?), Roman CE i [CBW] (?)",file,/repositories/11/digital_objects/200057,P.CtYBR inv. 1268,6f477704-b0a3-46ba-8ab0-2fcd21f6a67d,,,,P.CtYBR inv. 1268,,,
/repositories/11/archival_objects/2400784,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1269(A)(first text),Document (?),file,/repositories/11/digital_objects/202204,P.CtYBR inv. 1269(A)(first text),a1c45b6e-04e8-463f-914c-0f0f9206328a,,Access is restricted pending conservation work. Digital images are available or may be requested. ,3 - restricted fragile,P.CtYBR inv. 1269,,,"344 Winchester - Beinecke Tech Services, C140, Deposit Cage [Ranges: 1-2]"
/repositories/11/archival_objects/2400785,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1269(A)(second text),"Document, Byzantine CE v [CBW]",file,/repositories/11/digital_objects/200611,P.CtYBR inv. 1269(A)(second text),e1be412c-19d6-44f8-8963-36d71401a68d,,Access is restricted pending conservation work. Digital images are available or may be requested. ,3 - restricted fragile,,,,
/repositories/11/archival_objects/2400786,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1269(B),"Document, Byzantine CE v [CBW]",file,/repositories/11/digital_objects/199409,P.CtYBR inv. 1269(B),5b4cfe0d-3d20-4367-8d05-6d27690c0b65,,Access is restricted pending conservation work. Digital images are available or may be requested. ,3 - restricted fragile,,,,
/repositories/11/archival_objects/2400787,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1270(A),"Document, Roman CE ii [RD]",file,/repositories/11/digital_objects/201089,P.CtYBR inv. 1270(A),634d76c2-d7ad-4551-927b-b0970c171b00,,,,P.CtYBR inv. 1270,,,
/repositories/11/archival_objects/2400788,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1270(B),"Letter, Roman CE i [CBW], CE ii [RD]",file,/repositories/11/digital_objects/204353,P.CtYBR inv. 1270(B),01eb8086-9060-472a-a034-67ac64e7b78f,,,,,,,
/repositories/11/archival_objects/2400789,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1271,"Contract, Roman CE ii [CBW]",file,/repositories/11/digital_objects/199071,P.CtYBR inv. 1271,d6cae5c3-842b-4901-b264-859f536ed386,,,,P.CtYBR inv. 1271,,,
/repositories/11/archival_objects/2400790,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1272,"Contract, Roman CE i [CBW] (?)",file,/repositories/11/digital_objects/200399,P.CtYBR inv. 1272,cbb79978-7b40-4717-b51d-f5be029fd8d1,,,,P.CtYBR inv. 1272,,,
/repositories/11/archival_objects/2400791,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1273(A),"Literary work, Roman CE ca. 100 [CBW]",file,/repositories/11/digital_objects/200355,P.CtYBR inv. 1273(A),d2689b37-1462-4512-a0bd-1328e48b036a,,,,P.CtYBR inv. 1273,,,
/repositories/11/archival_objects/2400792,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1273(B),Contract (?),file,/repositories/11/digital_objects/200072,P.CtYBR inv. 1273(B),cf49c6db-c317-4462-a01e-0229dc0e53b4,,,,,,,
/repositories/11/archival_objects/2400793,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1274,"Contract, Roman CE ii [CBW]",file,/repositories/11/digital_objects/197931,P.CtYBR inv. 1274,ada0fc60-bb6b-4596-ab5b-f9546009de96,,,,P.CtYBR inv. 1274,,,
/repositories/11/archival_objects/2400794,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1275(A)(col. i),"Contract (?), Roman [RD]",file,/repositories/11/digital_objects/200756,P.CtYBR inv. 1275(A)(col. i),79631906-9b08-4fae-bcbb-64aed902842e,,,,P.CtYBR inv. 1275,,,
/repositories/11/archival_objects/2400795,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1275(A)(col. ii),"Document, Roman [RD]",file,/repositories/11/digital_objects/198992,P.CtYBR inv. 1275(A)(col. ii),5d8ebd16-44fa-49eb-9c5f-f4019b90d6f7,,,,,,,
/repositories/11/archival_objects/2400796,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1275(B),"Document, Roman [RD]",file,/repositories/11/digital_objects/202705,P.CtYBR inv. 1275(B),93de7fcf-91b5-4fcd-8dad-c00e5ea64297,,,,,,,
/repositories/11/archival_objects/2400797,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1276,"Document, Roman CE i [CBW]",file,/repositories/11/digital_objects/202006,P.CtYBR inv. 1276,48d54474-ca99-4c66-a9f5-2be8d5938729,,,,P.CtYBR inv. 1276,,,
/repositories/11/archival_objects/2400798,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1277,"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/201912,P.CtYBR inv. 1277,04683100-2538-420e-83a7-6df3cdedcfe6,,,,P.CtYBR inv. 1277,,,
/repositories/11/archival_objects/2400799,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1278(A),"Letter (?), Roman CE iii [CBW]",file,/repositories/11/digital_objects/200522,P.CtYBR inv. 1278(A),fd838d72-f90b-45e9-9fd0-bfc1c4149c81,,,,P.CtYBR inv. 1278,,,
/repositories/11/archival_objects/2400800,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1278(B),"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/204243,P.CtYBR inv. 1278(B),641a109a-df9d-4d00-96e2-9134d82c9e08,,,,,,,
/repositories/11/archival_objects/2400801,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1279,"Document, Byzantine CE vi [CBW]",file,/repositories/11/digital_objects/203561,P.CtYBR inv. 1279,993b3fee-f8a5-42f9-91d8-1cfb013a1560,,,,P.CtYBR inv. 1279,,,
/repositories/11/archival_objects/2400802,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1280(A),"Receipt (?), Roman CE 41-54 (Jul 24)",file,/repositories/11/digital_objects/200550,P.CtYBR inv. 1280(A),2816cdf7-f8fb-41df-9705-319284174e3e,,,,P.CtYBR inv. 1280,,,
/repositories/11/archival_objects/2400803,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1280(B),Document (?),file,/repositories/11/digital_objects/203443,P.CtYBR inv. 1280(B),901f4e69-62b1-4e77-a481-38867a5dabca,,,,,,,
/repositories/11/archival_objects/2400804,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1281,"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/204265,P.CtYBR inv. 1281,113da425-e76a-428a-afeb-527664d6c981,,,,P.CtYBR inv. 1281,,,
/repositories/11/archival_objects/2400805,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1282(A),"Contract (?), Roman CE 161-169 [RD]",file,/repositories/11/digital_objects/201138,P.CtYBR inv. 1282(A),b856d8af-9b28-402d-a260-af5394c9c3e6,,,,P.CtYBR inv. 1282,,,
/repositories/11/archival_objects/2400806,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1282(B),"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/202063,P.CtYBR inv. 1282(B),7905151f-56d4-4aed-9b3b-e32d79eaa1e4,,,,,,,
/repositories/11/archival_objects/2400807,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1283,"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/204096,P.CtYBR inv. 1283,f4f5adfd-5aa9-4185-800d-e6bb817a15ea,,,,P.CtYBR inv. 1283,,,
/repositories/11/archival_objects/2400808,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1284(A),"Document, Roman CE mid-ii [CBW]",file,/repositories/11/digital_objects/201322,P.CtYBR inv. 1284(A),f104a88b-4fc7-44db-87a2-288d6ef82cd2,,,,P.CtYBR inv. 1284,,,
/repositories/11/archival_objects/2400809,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1284(B),"Document, Roman CE mid-ii [CBW]",file,/repositories/11/digital_objects/199272,P.CtYBR inv. 1284(B),d6c70983-a35c-451e-8395-9725e1fb1ac7,,,,,,,
/repositories/11/archival_objects/2400810,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1285,"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/204373,P.CtYBR inv. 1285,8402d477-deab-44ea-a00b-f7118cb63203,,,,P.CtYBR inv. 1285,,,
/repositories/11/archival_objects/2400811,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1286(A),"Account, Roman CE ii [CBW]",file,/repositories/11/digital_objects/202440,P.CtYBR inv. 1286(A),f507532c-8963-4bec-8a62-7797efd7eff6,,,,P.CtYBR inv. 1286,,,
/repositories/11/archival_objects/2400812,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1286(B),"Account, Roman CE ii [CBW]",file,/repositories/11/digital_objects/202055,P.CtYBR inv. 1286(B),0a508fba-e96c-461d-9b33-fdb3e2084990,,,,,,,
/repositories/11/archival_objects/2400813,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1287,"Document, Roman CE i-ii [CBW]",file,/repositories/11/digital_objects/202181,P.CtYBR inv. 1287,f00b23e8-3007-45d1-9e54-c9e88c598e11,,,,P.CtYBR inv. 1287,,,
/repositories/11/archival_objects/2400814,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1288,"Receipt (?), Roman CE i [CBW]",file,/repositories/11/digital_objects/199636,P.CtYBR inv. 1288,822f2c02-089a-4938-a63e-0d0668495d70,,,,P.CtYBR inv. 1288,,,
/repositories/11/archival_objects/2400815,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1289,"Contract (?), Roman CE ii (Sep 28-Oct 28) [CBW]",file,/repositories/11/digital_objects/201964,P.CtYBR inv. 1289,beda5369-90b0-4e75-8b38-ba2373479317,,,,P.CtYBR inv. 1289,,,
/repositories/11/archival_objects/2400816,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1290,"Petition (?), Roman CE 164-165 [RD]",file,/repositories/11/digital_objects/197882,P.CtYBR inv. 1290,46067841-e28d-40d5-95e9-490e8a57be30,,,,P.CtYBR inv. 1290,,,
/repositories/11/archival_objects/2400817,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1291(A),"Account, Roman CE ii [CBW]",file,/repositories/11/digital_objects/201875,P.CtYBR inv. 1291(A),99a2495e-9b20-478f-9a01-91a6db33b57b,,,,P.CtYBR inv. 1291,,,
/repositories/11/archival_objects/2400818,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1291(B),"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/202589,P.CtYBR inv. 1291(B),2f97e278-b878-435d-89ea-e2d3b342de1b,,,,,,,
/repositories/11/archival_objects/2400819,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1292,"Contract, Roman CE 174-175 [RD]",file,/repositories/11/digital_objects/197980,P.CtYBR inv. 1292,8584fbe4-cecc-41a6-8345-4650a72f6bee,,,,P.CtYBR inv. 1292,,,
/repositories/11/archival_objects/2400820,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1293(A),Document,file,/repositories/11/digital_objects/201954,P.CtYBR inv. 1293(A),b4a44b0b-bd94-4cd3-9d8e-ebb615365917,,,,P.CtYBR inv. 1293,,,
/repositories/11/archival_objects/2400821,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1293(B),Document,file,/repositories/11/digital_objects/200016,P.CtYBR inv. 1293(B),60bdd5fe-07b9-4a47-80a3-c90019b7aa54,,,,,,,
/repositories/11/archival_objects/2400822,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1294,"Contract, Roman CE ii [CBW]",file,/repositories/11/digital_objects/202883,P.CtYBR inv. 1294,735d57c5-ed2c-47dc-9873-9979332b3fe4,,,,P.CtYBR inv. 1294,,,
/repositories/11/archival_objects/2400823,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1295,"Document, Roman CE i-ii [CBW]",file,/repositories/11/digital_objects/203830,P.CtYBR inv. 1295,41b0aef6-1505-48b6-ac1b-1e35a88938a4,,,,P.CtYBR inv. 1295,,,
/repositories/11/archival_objects/2400824,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1296,"Contract, Roman CE i [CBW]",file,/repositories/11/digital_objects/204154,P.CtYBR inv. 1296,8154dcf1-54d0-42c6-82cd-c74660d93f21,,,,P.CtYBR inv. 1296,,,
/repositories/11/archival_objects/2400825,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1297,"Letter, Roman CE i [CBW]",file,/repositories/11/digital_objects/203741,P.CtYBR inv. 1297,82459055-2e19-4349-9cec-ef9f48fda082,,,,P.CtYBR inv. 1297,,,
/repositories/11/archival_objects/2400826,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1298(A),"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/198941,P.CtYBR inv. 1298(A),5bd5eccc-9d2c-45bb-af79-026d3957adc7,,,,P.CtYBR inv. 1298,,,
/repositories/11/archival_objects/2400827,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1298(B),"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/200475,P.CtYBR inv. 1298(B),23cafa17-04ec-4dc0-8a64-42bc15b793e7,,,,,,,
/repositories/11/archival_objects/2400828,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1299(A),"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/204342,P.CtYBR inv. 1299(A),6d4db71a-4332-418c-96af-4bedbcb73832,,,,P.CtYBR inv. 1299,,,
/repositories/11/archival_objects/2400829,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1299(B),"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/204153,P.CtYBR inv. 1299(B),ea7c4736-920e-4eed-a00c-7dc888b142ca,,,,,,,
/repositories/11/archival_objects/2400830,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1300,"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/202647,P.CtYBR inv. 1300,7cc73c9f-8ed4-4e3b-9507-4ac038eaeb35,,Access is restricted pending conservation work. Digital images are available or may be requested. ,3 - restricted fragile,P.CtYBR inv. 1300,,,"344 Winchester - Beinecke Tech Services, C140, Deposit Cage [Ranges: 1-2]"
/repositories/11/archival_objects/2400831,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1301,"Document, Roman",file,/repositories/11/digital_objects/197681,P.CtYBR inv. 1301,415b6cfd-cbc5-427d-a8b2-92dcf0c6443f,,,,P.CtYBR inv. 1301,,,
/repositories/11/archival_objects/2400832,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1302,"Account, Roman CE i-ii [CBW]",file,/repositories/11/digital_objects/199645,P.CtYBR inv. 1302,f2ffc50b-37f3-4fbf-afc9-442e84b964e0,,,,P.CtYBR inv. 1302,,,
/repositories/11/archival_objects/2400833,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1303,"Document, Roman CE ii [CBW]",file,/repositories/11/digital_objects/202422,P.CtYBR inv. 1303,7c12f2d7-4327-4a2f-938f-7aeecc493853,,Access is restricted pending conservation work. Digital images are available or may be requested. ,3 - restricted fragile,P.CtYBR inv. 1303,,,"344 Winchester - Beinecke Tech Services, C140, Deposit Cage [Ranges: 1-2]"
/repositories/11/archival_objects/2400834,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1304,"Account, Roman CE i [CBW]",file,/repositories/11/digital_objects/200106,P.CtYBR inv. 1304,e535b79a-86b4-4924-959d-ffe68bb77d17,,,,P.CtYBR inv. 1304,,,
/repositories/11/archival_objects/2400835,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1305(A),"Account, Roman CE ii [CBW]",file,/repositories/11/digital_objects/203704,P.CtYBR inv. 1305(A),c010768a-c66f-473b-b29b-eb80f6560977,,Access is restricted pending conservation work. Digital images are available or may be requested. ,3 - restricted fragile,P.CtYBR inv. 1305,,,"344 Winchester - Beinecke Tech Services, C140, Deposit Cage [Ranges: 1-2]"
/repositories/11/archival_objects/2400836,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1305(B),"Letter, Roman CE ii [CBW]",file,/repositories/11/digital_objects/201460,P.CtYBR inv. 1305(B),7abc9f3d-86c1-49b7-ad03-3b79a38d2f7b,,Access is restricted pending conservation work. Digital images are available or may be requested. ,3 - restricted fragile,,,,
/repositories/11/archival_objects/2400837,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1306(A),"Document, Roman CE i [CBW]",file,/repositories/11/digital_objects/202795,P.CtYBR inv. 1306(A),cbb9f84c-e112-4450-9da7-ea803d4c31bd,,,,P.CtYBR inv. 1306,,,
/repositories/11/archival_objects/2400838,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1306(B),"Account, Roman CE i [CBW]",file,/repositories/11/digital_objects/200306,P.CtYBR inv. 1306(B),9fa66653-f310-49a9-978e-d6d5fbabfe11,,,,,,,
/repositories/11/archival_objects/2400839,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1307,"Contract, Roman CE i [CBW]",file,/repositories/11/digital_objects/198726,P.CtYBR inv. 1307,ebf7b643-9135-4bd2-aaea-91cb8c51589e,,,,P.CtYBR inv. 1307,,,
/repositories/11/archival_objects/2400840,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1308,"Account, Roman CE i [CBW]",file,/repositories/11/digital_objects/201052,P.CtYBR inv. 1308,e3bc4027-8e88-4400-a407-32e6ab925ecd,,Access is restricted pending conservation work. Digital images are available or may be requested. ,3 - restricted fragile,P.CtYBR inv. 1308,,,"344 Winchester - Beinecke Tech Services, C140, Deposit Cage [Ranges: 1-2]"
/repositories/11/archival_objects/2400841,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1309,"Contract, Byzantine",file,/repositories/11/digital_objects/203979,P.CtYBR inv. 1309,d0f98262-b5c3-47a7-9f4e-af9ddf565b56,,,,P.CtYBR inv. 1309,,,
/repositories/11/archival_objects/2400842,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1310,Document (?),file,/repositories/11/digital_objects/198375,P.CtYBR inv. 1310,ccbb6d38-6922-4bbb-8546-f0a8040e8da0,,,,P.CtYBR inv. 1310,,,
/repositories/11/archival_objects/2400843,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1311,"Letter, Byzantine CE v [CBW]",file,/repositories/11/digital_objects/201525,P.CtYBR inv. 1311,6478d0e3-86b2-45c3-b914-9002ff4b16f3,,,,P.CtYBR inv. 1311,,,
/repositories/11/archival_objects/2400844,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1312,"Document, Roman CE 14-37 (Feb 16-17)",file,/repositories/11/digital_objects/201678,P.CtYBR inv. 1312,73682c9f-8f5a-45d7-bd6a-d5a5a129e1f5,,,,P.CtYBR inv. 1312,,,
/repositories/11/archival_objects/2400845,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1313,"Contract, Byzantine CE iv [CBW]",file,/repositories/11/digital_objects/202918,P.CtYBR inv. 1313,0a6d7d46-9e74-48db-b5da-15bb22fddb7c,,,,P.CtYBR inv. 1313,,,
/repositories/11/archival_objects/2400846,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1314,"Document, Roman CE 161-162",file,/repositories/11/digital_objects/200454,P.CtYBR inv. 1314,8a981f1e-adf6-4e1d-b2f4-1be0fdbe69f8,,,,P.CtYBR inv. 1314,,,
/repositories/11/archival_objects/2400847,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1315,"Contract, Roman CE ii [CBW]",file,/repositories/11/digital_objects/203161,P.CtYBR inv. 1315,81bc3570-9821-4e67-a547-8722f01bcd0f,,,,P.CtYBR inv. 1315,,,
/repositories/11/archival_objects/2400848,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1316,"Letter (?), Byzantine CE iv [CBW]",file,/repositories/11/digital_objects/201839,P.CtYBR inv. 1316,849a4c6d-a823-4f27-86c7-bede75740d02,,,,P.CtYBR inv. 1316,,,
/repositories/11/archival_objects/2400849,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1317(A),"Letter, Byzantine CE vi [CBW]",file,/repositories/11/digital_objects/203341,P.CtYBR inv. 1317(A),f6978f6f-687a-4fa6-a5d8-226acf6f227e,,,,P.CtYBR inv. 1317,,,
/repositories/11/archival_objects/2400850,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1317(B),"Letter, Byzantine CE vi [CBW]",file,/repositories/11/digital_objects/198260,P.CtYBR inv. 1317(B),9113a700-daf1-48af-bde7-46297d42770b,,,,,,,
/repositories/11/archival_objects/2400851,Yale Papyrus Collection,YPC,"Acquisition information, 1931c",P.CtYBR inv. 1318,"Receipt, Byzantine CE iv [CBW]|Byzantine CE iv-v [GMP]",file,/repositories/11/digital_objects/199663,P.CtYBR inv. 1318,cc1285dd-7c47-4b7e-a291-661c530dde38,,,,P.CtYBR inv. 1318,,,
